InvoiceID,Date,CustomerID,CustomerCategory,CustomerState,CoffeeOrigin,Quantity_lbs,UnitPrice,COGS_per_unit,Sales,TotalCOGS,GrossMargin
INV-10135,2023-02-20,CUST-874,Online,FL,Brazil,30,20.78,9.09,623.4,272.7,350.7
INV-10136,2023-10-14,CUST-289,Wholesale,TX,Brazil,396,20.82,13.91,8244.72,5508.36,2736.36
INV-10137,2023-07-13,CUST-697,Online,CA,Colombia,20,16.98,11.1,339.6,222.0,117.6
INV-10138,2023-04-29,CUST-204,Online,CA,Ethiopia,11,29.75,16.77,327.25,184.47,142.78
INV-10139,2023-04-17,CUST-908,Retail,CA,Colombia,35,23.21,13.5,812.35,472.5,339.85
INV-10140,2023-01-21,CUST-905,Online,WA,Costa Rica,28,28.48,19.8,797.44,554.4,243.04
INV-10141,2023-05-25,CUST-246,Online,CA,Costa Rica,43,22.05,12.24,948.15,526.32,421.83
INV-10142,2023-11-09,CUST-843,Online,WA,Colombia,26,23.35,15.9,607.1,413.4,193.7
INV-10143,2023-04-03,CUST-792,Retail,CA,Guatemala,17,15.14,7.64,257.38,129.88,127.5
INV-10144,2023-10-11,CUST-440,Retail,NY,Vietnam,31,20.33,10.22,630.23,316.82,313.41
INV-10145,2023-06-15,CUST-353,Online,NY,Ethiopia,16,26.78,17.63,428.48,282.08,146.4
INV-10146,2023-05-27,CUST-414,Wholesale,IL,Vietnam,348,19.75,11.05,6873.0,3845.4,3027.6
INV-10147,2023-12-11,CUST-173,Retail,TX,Ethiopia,13,17.18,11.34,223.34,147.42,75.92
INV-10148,2023-01-02,CUST-358,Retail,NY,Brazil,40,18.71,9.29,748.4,371.6,376.8
INV-10149,2023-07-23,CUST-306,Wholesale,WA,Brazil,123,29.2,15.07,3591.6,1853.61,1737.99
INV-10150,2023-06-23,CUST-186,Wholesale,NY,Vietnam,34,26.54,17.1,902.36,581.4,320.96
INV-10151,2023-08-13,CUST-449,Online,WA,Vietnam,11,19.16,10.52,210.76,115.72,95.04
INV-10152,2023-06-25,CUST-305,Online,NY,Ethiopia,16,24.13,9.73,386.08,155.68,230.4
INV-10153,2023-10-29,CUST-835,Wholesale,IL,Ethiopia,341,29.22,12.3,9964.02,4194.3,5769.72
INV-10154,2023-06-13,CUST-286,Wholesale,NY,Colombia,236,28.5,11.76,6726.0,2775.36,3950.64
INV-10155,2023-07-02,CUST-693,Retail,IL,Ethiopia,7,23.17,10.96,162.19,76.72,85.47
INV-10156,2023-07-01,CUST-395,Wholesale,IL,Ethiopia,409,20.47,14.14,8372.23,5783.26,2588.97
INV-10157,2023-06-10,CUST-727,Wholesale,NY,Brazil,218,22.77,10.05,4963.86,2190.9,2772.96
INV-10158,2023-06-16,CUST-691,Online,FL,Costa Rica,20,25.75,12.99,515.0,259.8,255.2
INV-10159,2023-07-08,CUST-176,Wholesale,FL,Costa Rica,73,25.51,15.89,1862.23,1159.97,702.26
INV-10160,2023-03-25,CUST-195,Online,FL,Guatemala,49,25.19,17.03,1234.31,834.47,399.84
INV-10161,2023-08-30,CUST-998,Retail,FL,Vietnam,36,24.35,13.91,876.6,500.76,375.84
INV-10162,2023-05-26,CUST-471,Retail,WA,Ethiopia,25,27.11,11.34,677.75,283.5,394.25
INV-10163,2023-10-09,CUST-773,Online,NY,Ethiopia,15,16.95,8.81,254.25,132.15,122.1
INV-10164,2023-10-22,CUST-773,Online,IL,Brazil,41,22.8,15.41,934.8,631.81,302.99
INV-10165,2023-07-19,CUST-208,Online,WA,Brazil,38,19.83,11.02,753.54,418.76,334.78
INV-10166,2023-01-18,CUST-137,Retail,WA,Ethiopia,23,15.09,6.77,347.07,155.71,191.36
INV-10167,2023-10-01,CUST-387,Online,NY,Colombia,1,17.58,8.99,17.58,8.99,8.59
INV-10168,2023-08-02,CUST-599,Retail,FL,Ethiopia,12,21.46,11.44,257.52,137.28,120.24
INV-10169,2023-07-22,CUST-666,Retail,NY,Guatemala,40,25.6,17.12,1024.0,684.8,339.2
INV-10170,2023-04-07,CUST-430,Wholesale,CA,Guatemala,409,15.61,10.4,6384.49,4253.6,2130.89
INV-10171,2023-03-16,CUST-516,Retail,FL,Guatemala,2,23.91,12.27,47.82,24.54,23.28
INV-10172,2023-11-10,CUST-959,Online,FL,Guatemala,7,21.51,13.7,150.57,95.9,54.67
INV-10173,2023-12-17,CUST-676,Online,TX,Brazil,12,17.44,11.33,209.28,135.96,73.32
INV-10174,2023-10-18,CUST-448,Online,FL,Ethiopia,45,23.32,11.89,1049.4,535.05,514.35
INV-10175,2023-07-19,CUST-454,Retail,IL,Vietnam,22,19.3,9.47,424.6,208.34,216.26
INV-10176,2023-03-25,CUST-132,Wholesale,IL,Guatemala,479,15.69,8.44,7515.51,4042.76,3472.75
INV-10177,2023-03-15,CUST-390,Wholesale,FL,Vietnam,461,17.33,8.31,7989.13,3830.91,4158.22
INV-10178,2023-08-21,CUST-490,Retail,CA,Vietnam,6,29.2,19.16,175.2,114.96,60.24
INV-10179,2023-09-26,CUST-504,Wholesale,IL,Costa Rica,174,22.52,14.92,3918.48,2596.08,1322.4
INV-10180,2023-11-01,CUST-279,Retail,NY,Colombia,3,16.36,7.33,49.08,21.99,27.09
INV-10181,2023-07-25,CUST-570,Online,FL,Brazil,9,25.96,15.45,233.64,139.05,94.59
INV-10182,2023-11-28,CUST-304,Online,FL,Ethiopia,20,24.61,16.25,492.2,325.0,167.2
INV-10183,2023-03-30,CUST-826,Wholesale,TX,Colombia,163,27.69,13.22,4513.47,2154.86,2358.61
INV-10184,2023-12-25,CUST-128,Online,IL,Colombia,7,28.15,16.69,197.05,116.83,80.22
INV-10185,2023-08-31,CUST-636,Online,NY,Brazil,18,16.99,9.62,305.82,173.16,132.66
INV-10186,2023-08-11,CUST-645,Wholesale,IL,Costa Rica,397,27.64,16.2,10973.08,6431.4,4541.68
INV-10187,2023-01-27,CUST-118,Wholesale,FL,Brazil,142,16.72,11.65,2374.24,1654.3,719.94
INV-10188,2023-04-21,CUST-335,Retail,TX,Vietnam,16,18.45,10.19,295.2,163.04,132.16
INV-10189,2023-09-09,CUST-303,Retail,NY,Brazil,3,21.58,8.99,64.74,26.97,37.77
INV-10190,2023-12-01,CUST-232,Wholesale,FL,Brazil,46,22.91,10.71,1053.86,492.66,561.2
INV-10191,2023-04-11,CUST-216,Retail,NY,Colombia,12,20.1,11.73,241.2,140.76,100.44
INV-10192,2023-08-24,CUST-249,Wholesale,NY,Vietnam,362,29.48,14.4,10671.76,5212.8,5458.96
INV-10193,2023-10-28,CUST-774,Wholesale,WA,Costa Rica,140,15.69,9.57,2196.6,1339.8,856.8
INV-10194,2023-01-25,CUST-589,Retail,WA,Costa Rica,22,24.46,11.74,538.12,258.28,279.84
INV-10195,2023-11-02,CUST-321,Retail,FL,Ethiopia,40,19.74,13.07,789.6,522.8,266.8
INV-10196,2023-05-27,CUST-476,Retail,IL,Costa Rica,14,28.48,14.33,398.72,200.62,198.1
INV-10197,2023-12-29,CUST-511,Wholesale,FL,Brazil,345,16.22,7.65,5595.9,2639.25,2956.65
INV-10198,2023-10-26,CUST-637,Online,NY,Brazil,19,16.48,8.11,313.12,154.09,159.03
INV-10199,2023-05-18,CUST-158,Wholesale,FL,Costa Rica,147,27.01,13.1,3970.47,1925.7,2044.77
INV-10200,2023-02-08,CUST-275,Retail,IL,Guatemala,48,23.41,15.91,1123.68,763.68,360.0
INV-10201,2023-12-10,CUST-110,Wholesale,NY,Brazil,445,27.16,15.96,12086.2,7102.2,4984.0
INV-10202,2023-07-07,CUST-126,Online,NY,Vietnam,31,19.44,11.37,602.64,352.47,250.17
INV-10203,2023-04-18,CUST-928,Online,CA,Vietnam,8,25.62,11.97,204.96,95.76,109.2
INV-10204,2023-02-24,CUST-942,Retail,WA,Colombia,40,25.99,10.72,1039.6,428.8,610.8
INV-10205,2023-05-06,CUST-537,Wholesale,WA,Guatemala,492,24.69,13.83,12147.48,6804.36,5343.12
INV-10206,2023-09-15,CUST-509,Online,IL,Brazil,18,27.83,16.93,500.94,304.74,196.2
INV-10207,2023-03-06,CUST-817,Wholesale,CA,Ethiopia,265,21.08,8.59,5586.2,2276.35,3309.85
INV-10208,2023-11-23,CUST-805,Online,NY,Brazil,20,21.28,11.81,425.6,236.2,189.4
INV-10209,2023-05-05,CUST-834,Retail,IL,Vietnam,7,23.91,11.22,167.37,78.54,88.83
INV-10210,2023-10-02,CUST-226,Online,TX,Colombia,33,19.08,7.82,629.64,258.06,371.58
INV-10211,2023-08-16,CUST-473,Wholesale,NY,Costa Rica,253,18.72,12.89,4736.16,3261.17,1474.99
INV-10212,2023-08-06,CUST-434,Wholesale,CA,Ethiopia,337,25.65,16.3,8644.05,5493.1,3150.95
INV-10213,2023-12-23,CUST-522,Online,FL,Brazil,16,21.79,13.56,348.64,216.96,131.68
INV-10214,2023-08-04,CUST-399,Wholesale,IL,Colombia,197,25.71,10.91,5064.87,2149.27,2915.6
INV-10215,2023-01-16,CUST-895,Online,NY,Vietnam,24,25.02,11.93,600.48,286.32,314.16
INV-10216,2023-09-20,CUST-191,Online,IL,Brazil,45,24.76,14.81,1114.2,666.45,447.75
INV-10217,2023-08-03,CUST-975,Retail,CA,Vietnam,35,23.02,13.81,805.7,483.35,322.35
INV-10218,2023-05-24,CUST-638,Retail,NY,Ethiopia,27,29.09,13.14,785.43,354.78,430.65
INV-10219,2023-01-26,CUST-241,Retail,FL,Colombia,30,26.36,16.49,790.8,494.7,296.1
INV-10220,2023-11-10,CUST-547,Retail,IL,Colombia,2,19.17,10.24,38.34,20.48,17.86
INV-10221,2023-09-02,CUST-650,Retail,IL,Colombia,47,16.3,9.84,766.1,462.48,303.62
INV-10222,2023-06-26,CUST-351,Wholesale,WA,Brazil,480,22.02,14.11,10569.6,6772.8,3796.8
INV-10223,2023-11-22,CUST-203,Online,WA,Colombia,13,21.34,10.55,277.42,137.15,140.27
INV-10224,2023-08-30,CUST-131,Retail,WA,Vietnam,6,17.31,8.47,103.86,50.82,53.04
INV-10225,2023-10-23,CUST-155,Retail,NY,Brazil,27,28.89,13.59,780.03,366.93,413.1
INV-10226,2023-07-25,CUST-258,Retail,WA,Ethiopia,25,22.25,9.43,556.25,235.75,320.5
INV-10227,2023-07-25,CUST-844,Online,TX,Brazil,20,22.17,12.62,443.4,252.4,191.0
INV-10228,2023-01-14,CUST-966,Retail,NY,Vietnam,22,21.17,12.61,465.74,277.42,188.32
INV-10229,2023-08-04,CUST-927,Online,NY,Colombia,10,22.79,14.12,227.9,141.2,86.7
INV-10230,2023-08-18,CUST-223,Online,IL,Ethiopia,36,23.44,12.16,843.84,437.76,406.08
INV-10231,2023-03-14,CUST-712,Online,WA,Guatemala,48,20.02,11.24,960.96,539.52,421.44
INV-10232,2023-12-02,CUST-919,Online,NY,Guatemala,45,20.29,10.12,913.05,455.4,457.65
INV-10233,2023-08-09,CUST-213,Wholesale,WA,Colombia,260,29.43,20.27,7651.8,5270.2,2381.6
INV-10234,2023-04-05,CUST-812,Wholesale,FL,Ethiopia,255,25.5,17.08,6502.5,4355.4,2147.1
INV-10235,2023-08-03,CUST-883,Retail,TX,Colombia,29,25.78,13.46,747.62,390.34,357.28
INV-10236,2023-05-16,CUST-214,Online,WA,Costa Rica,5,24.8,10.97,124.0,54.85,69.15
INV-10237,2023-04-13,CUST-815,Retail,FL,Vietnam,46,29.72,14.97,1367.12,688.62,678.5
INV-10238,2023-02-25,CUST-716,Wholesale,NY,Colombia,466,27.56,15.17,12842.96,7069.22,5773.74
INV-10239,2023-10-17,CUST-833,Online,NY,Brazil,49,24.6,13.29,1205.4,651.21,554.19
INV-10240,2023-02-11,CUST-606,Wholesale,WA,Colombia,436,22.14,9.76,9653.04,4255.36,5397.68
INV-10241,2023-09-30,CUST-948,Online,NY,Colombia,28,28.65,14.84,802.2,415.52,386.68
INV-10242,2023-02-14,CUST-344,Online,IL,Costa Rica,11,23.27,9.98,255.97,109.78,146.19
INV-10243,2023-06-01,CUST-900,Online,FL,Ethiopia,48,22.88,15.7,1098.24,753.6,344.64
INV-10244,2023-02-25,CUST-352,Retail,WA,Ethiopia,24,26.79,12.39,642.96,297.36,345.6
INV-10245,2023-12-28,CUST-788,Retail,WA,Vietnam,41,23.05,13.53,945.05,554.73,390.32
INV-10246,2023-08-21,CUST-603,Online,IL,Ethiopia,28,20.12,12.33,563.36,345.24,218.12
INV-10247,2023-08-06,CUST-272,Online,WA,Ethiopia,25,17.67,11.55,441.75,288.75,153.0
INV-10248,2023-03-26,CUST-889,Retail,TX,Colombia,34,23.58,10.53,801.72,358.02,443.7
INV-10249,2023-12-09,CUST-508,Wholesale,CA,Colombia,387,27.65,11.96,10700.55,4628.52,6072.03
INV-10250,2023-11-28,CUST-517,Wholesale,CA,Ethiopia,230,21.28,12.67,4894.4,2914.1,1980.3
INV-10251,2023-02-20,CUST-884,Wholesale,FL,Colombia,410,15.2,8.05,6232.0,3300.5,2931.5
