Ngày CT,Số CT,TK Nợ,TK Có,Số tiền,Nội dung,Bộ phận,Mã KH,Mã NCC,IFRS_Category,IFRS_Standard,IFRS_Category,IFRS_Standard
19/12/2024,CT530400,131,632,33238133.43đ,Giao dịch mua bán,Finance,CUST0051,VEND0116,Asset,IAS 16,Asset,IAS 16
14/12/2024,CT712500,156,331,36559397.44đ,Giao dịch mua bán,Sales,CUST0071,VEND0023,Asset,IAS 16,Asset,IAS 16
12/02/2024,CT288662,642,112,14600109.58đ,Giao dịch mua bán,Finance,CUST0071,VEND0160,Expense,IAS 1,Expense,IAS 1
11/09/2024,CT623681,156,511,2648359.61đ,Giao dịch mua bán,IT,CUST0121,VEND0059,Asset,IAS 16,Asset,IAS 16
06/09/2024,CT574097,152,331,17850323.58đ,Giao dịch mua bán,IT,CUST0092,VEND0100,Asset,IAS 16,Asset,IAS 16
23/07/2024,CT184035,331,112,14799175.55đ,Giao dịch mua bán,Finance,CUST0125,VEND0098,Liability,IAS 37,Liability,IAS 37
20/04/2024,CT327543,214,152,23027839.17đ,Giao dịch mua bán,Production,CUST0090,VEND0048,Asset,IAS 16,Asset,IAS 16
09/11/2024,CT084892,111,111,16849122.72đ,Giao dịch mua bán,Sales,CUST0194,VEND0079,Asset,IAS 16,Asset,IAS 16
25/09/2024,CT839289,211,632,33422687.61đ,Giao dịch mua bán,Sales,CUST0165,VEND0057,Asset,IAS 16,Asset,IAS 16
05/05/2024,CT501335,214,511,30263416.76đ,Giao dịch mua bán,Sales,CUST0174,VEND0085,Asset,IAS 16,Asset,IAS 16
03/10/2024,CT576669,214,211,24113531.93đ,Giao dịch mua bán,Sales,CUST0145,VEND0049,Asset,IAS 16,Asset,IAS 16
30/12/2024,CT648561,214,331,44320757.93đ,Giao dịch mua bán,HR,CUST0015,VEND0178,Asset,IAS 16,Asset,IAS 16
14/02/2024,CT959695,111,511,40188053.27đ,Giao dịch mua bán,IT,CUST0112,VEND0036,Asset,IAS 16,Asset,IAS 16
05/05/2024,CT586150,331,511,4723129.38đ,Giao dịch mua bán,Production,CUST0154,VEND0012,Liability,IAS 37,Liability,IAS 37
26/01/2024,CT951733,511,632,48678485.79đ,Giao dịch mua bán,Production,CUST0130,VEND0100,Revenue,IFRS 15,Revenue,IFRS 15
24/04/2024,CT272888,111,152,36907009.72đ,Giao dịch mua bán,HR,CUST0036,VEND0109,Asset,IAS 16,Asset,IAS 16
11/10/2024,CT914135,156,511,9771179.89đ,Giao dịch mua bán,Sales,CUST0045,VEND0052,Asset,IAS 16,Asset,IAS 16
08/02/2024,CT099231,642,214,9661403.68đ,Giao dịch mua bán,Production,CUST0078,VEND0081,Expense,IAS 1,Expense,IAS 1
14/04/2024,CT079437,156,632,7065950.12đ,Giao dịch mua bán,Production,CUST0107,VEND0114,Asset,IAS 16,Asset,IAS 16
18/07/2024,CT429079,632,211,38140239.29đ,Giao dịch mua bán,Production,CUST0062,VEND0139,Expense,IAS 1,Expense,IAS 1
20/12/2024,CT646349,112,156,34484625.94,Giao dịch mua bán,HR,CUST0157,VEND0016,Asset,IAS 16,Asset,IAS 16
19/04/2024,CT834220,211,112,9539091.92,Giao dịch mua bán,IT,CUST0050,VEND0174,Asset,IAS 16,Asset,IAS 16
17/09/2024,CT419442,632,211,13938753.61,Giao dịch mua bán,IT,CUST0074,VEND0048,Expense,IAS 1,Expense,IAS 1
16/12/2024,CT635679,632,152,21419690.22,Giao dịch mua bán,HR,CUST0175,VEND0113,Expense,IAS 1,Expense,IAS 1
30/06/2024,CT953549,131,632,32547673.72,Giao dịch mua bán,Finance,CUST0182,VEND0090,Asset,IAS 16,Asset,IAS 16
29/01/2024,CT206742,152,511,43411191.59,Giao dịch mua bán,Finance,CUST0008,VEND0021,Asset,IAS 16,Asset,IAS 16
18/10/2024,CT072056,511,642,24913674.64,Giao dịch mua bán,Sales,CUST0130,VEND0008,Revenue,IFRS 15,Revenue,IFRS 15
08/07/2024,CT016418,632,511,34233107.42,Giao dịch mua bán,Sales,CUST0108,VEND0139,Expense,IAS 1,Expense,IAS 1
19/08/2024,CT491292,156,131,19153934.66,Giao dịch mua bán,HR,CUST0004,VEND0155,Asset,IAS 16,Asset,IAS 16
23/11/2024,CT666489,211,156,22444380.51,Giao dịch mua bán,HR,CUST0063,VEND0190,Asset,IAS 16,Asset,IAS 16
07/09/2024,CT090176,131,112,37850516.96,Giao dịch mua bán,Production,CUST0023,VEND0167,Asset,IAS 16,Asset,IAS 16
19/09/2024,CT774925,214,156,2040470.52,Giao dịch mua bán,Production,CUST0196,VEND0185,Asset,IAS 16,Asset,IAS 16
06/02/2024,CT373854,152,214,12031660.51,Giao dịch mua bán,HR,CUST0106,VEND0035,Asset,IAS 16,Asset,IAS 16
07/10/2024,CT459386,111,211,11407384.82,Giao dịch mua bán,IT,CUST0097,VEND0007,Asset,IAS 16,Asset,IAS 16
01/09/2024,CT429284,642,511,25053190.19,Giao dịch mua bán,HR,CUST0101,VEND0119,Expense,IAS 1,Expense,IAS 1
21/05/2024,CT522972,214,156,1715958.88đ,Giao dịch mua bán,IT,CUST0189,VEND0189,Asset,IAS 16,Asset,IAS 16
12/04/2024,CT916015,111,642,26941977.92,Giao dịch mua bán,Sales,CUST0175,VEND0141,Asset,IAS 16,Asset,IAS 16
20/06/2024,CT937653,331,211,7682719.38,Giao dịch mua bán,HR,CUST0148,VEND0177,Liability,IAS 37,Liability,IAS 37
12/07/2024,CT213872,152,156,31986166.22,Giao dịch mua bán,Sales,CUST0005,VEND0186,Asset,IAS 16,Asset,IAS 16
27/08/2024,CT370672,331,156,32448006.05,Giao dịch mua bán,Production,CUST0006,VEND0120,Liability,IAS 37,Liability,IAS 37
02/09/2024,CT302351,511,331,14411052.61,Giao dịch mua bán,IT,CUST0078,VEND0181,Revenue,IFRS 15,Revenue,IFRS 15
09/12/2024,CT324037,131,511,32277815.75,Giao dịch mua bán,HR,CUST0018,VEND0080,Asset,IAS 16,Asset,IAS 16
15/06/2024,CT942989,511,111,698339.59,Giao dịch mua bán,IT,CUST0051,VEND0039,Revenue,IFRS 15,Revenue,IFRS 15
07/12/2024,CT424394,331,642,42598421.23,Giao dịch mua bán,HR,CUST0116,VEND0197,Liability,IAS 37,Liability,IAS 37
12/07/2024,CT393708,131,152,25975119.92,Giao dịch mua bán,Production,CUST0112,VEND0095,Asset,IAS 16,Asset,IAS 16
20/10/2024,CT239340,214,112,30900711.24,Giao dịch mua bán,Finance,CUST0178,VEND0135,Asset,IAS 16,Asset,IAS 16
08/01/2024,CT075764,632,156,4137725.12,Giao dịch mua bán,Finance,CUST0027,VEND0165,Expense,IAS 1,Expense,IAS 1
24/02/2024,CT068878,642,112,18900711.84,Giao dịch mua bán,HR,CUST0102,VEND0176,Expense,IAS 1,Expense,IAS 1
26/06/2024,CT380457,211,511,38909211.16,Giao dịch mua bán,HR,CUST0178,VEND0024,Asset,IAS 16,Asset,IAS 16
22/04/2024,CT576126,112,642,21063850.31,Giao dịch mua bán,HR,CUST0107,VEND0175,Asset,IAS 16,Asset,IAS 16
01/07/2024,CT754203,331,632,46088615.06,Giao dịch mua bán,IT,CUST0199,VEND0088,Liability,IAS 37,Liability,IAS 37
16/06/2024,CT292029,152,152,26128963.76,Giao dịch mua bán,Sales,CUST0069,VEND0018,Asset,IAS 16,Asset,IAS 16
05/08/2024,CT078186,511,152,38800148.99,Giao dịch mua bán,Finance,CUST0164,VEND0043,Revenue,IFRS 15,Revenue,IFRS 15
30/10/2024,CT750804,131,211,44940315.83,Giao dịch mua bán,Finance,CUST0164,VEND0109,Asset,IAS 16,Asset,IAS 16
06/02/2024,CT148850,112,152,19440713.53,Giao dịch mua bán,Finance,CUST0116,VEND0189,Asset,IAS 16,Asset,IAS 16
25/01/2024,CT407793,214,131,25219367.55,Giao dịch mua bán,HR,CUST0135,VEND0176,Asset,IAS 16,Asset,IAS 16
19/08/2024,CT218808,152,211,36431156.94,Giao dịch mua bán,IT,CUST0192,VEND0048,Asset,IAS 16,Asset,IAS 16
29/09/2024,CT410171,211,111,38912758.98,Giao dịch mua bán,HR,CUST0162,VEND0136,Asset,IAS 16,Asset,IAS 16
18/07/2024,CT741638,511,156,898071.67,Giao dịch mua bán,HR,CUST0099,VEND0101,Revenue,IFRS 15,Revenue,IFRS 15
10/09/2024,CT626248,156,632,10973971.03,Giao dịch mua bán,Finance,CUST0161,VEND0128,Asset,IAS 16,Asset,IAS 16
08/11/2024,CT304723,111,642,7777696.68,Giao dịch mua bán,Finance,CUST0194,VEND0191,Asset,IAS 16,Asset,IAS 16
05/03/2024,CT797533,511,112,1790682.74,Giao dịch mua bán,HR,CUST0170,VEND0066,Revenue,IFRS 15,Revenue,IFRS 15
06/04/2024,CT414680,632,211,7178218.9,Giao dịch mua bán,Sales,CUST0155,VEND0137,Expense,IAS 1,Expense,IAS 1
07/04/2024,CT304723,211,511,27419210.56,Giao dịch mua bán,HR,CUST0185,VEND0025,Asset,IAS 16,Asset,IAS 16
24/11/2024,CT373551,131,156,41878160.65,Giao dịch mua bán,HR,CUST0128,VEND0197,Asset,IAS 16,Asset,IAS 16
10/11/2024,CT865307,112,511,24343167.03,Giao dịch mua bán,HR,CUST0154,VEND0173,Asset,IAS 16,Asset,IAS 16
26/02/2024,CT006880,642,642,22025627.2,Giao dịch mua bán,IT,CUST0194,VEND0163,Expense,IAS 1,Expense,IAS 1
26/04/2024,CT117856,331,211,18496413.32,Giao dịch mua bán,HR,CUST0045,VEND0106,Liability,IAS 37,Liability,IAS 37
04/12/2024,CT261249,331,511,19723517.55,Giao dịch mua bán,Sales,CUST0196,VEND0168,Liability,IAS 37,Liability,IAS 37
14/11/2024,CT653775,331,152,37870598.39,Giao dịch mua bán,Production,CUST0007,VEND0144,Liability,IAS 37,Liability,IAS 37
12/09/2024,CT972840,642,632,8255972.11,Giao dịch mua bán,Finance,CUST0187,VEND0100,Expense,IAS 1,Expense,IAS 1
03/12/2024,CT795370,642,156,26938177.07,Giao dịch mua bán,Sales,CUST0095,VEND0083,Expense,IAS 1,Expense,IAS 1
10/07/2024,CT112664,632,156,24464698.84,Giao dịch mua bán,Production,CUST0051,VEND0078,Expense,IAS 1,Expense,IAS 1
09/01/2024,CT643547,131,642,31251069.81,Giao dịch mua bán,HR,CUST0142,VEND0127,Asset,IAS 16,Asset,IAS 16
14/10/2024,CT103724,211,152,49916792.2,Giao dịch mua bán,Production,CUST0164,VEND0047,Asset,IAS 16,Asset,IAS 16
07/10/2024,CT595773,511,156,27581949.91,Giao dịch mua bán,Sales,CUST0091,VEND0142,Revenue,IFRS 15,Revenue,IFRS 15
10/02/2024,CT228213,131,642,49623354.07,Giao dịch mua bán,Production,CUST0112,VEND0039,Asset,IAS 16,Asset,IAS 16
19/12/2024,CT276411,211,511,1314212.93,Giao dịch mua bán,Sales,CUST0149,VEND0087,Asset,IAS 16,Asset,IAS 16
28/11/2024,CT686281,642,112,29331803.14,Giao dịch mua bán,HR,CUST0037,VEND0008,Expense,IAS 1,Expense,IAS 1
15/07/2024,CT802826,111,214,40395138,Giao dịch mua bán,Sales,CUST0135,VEND0033,Asset,IAS 16,Asset,IAS 16
11/10/2024,CT838069,211,632,35609133.29,Giao dịch mua bán,HR,CUST0038,VEND0131,Asset,IAS 16,Asset,IAS 16
28/11/2024,CT398180,331,214,3087105.38,Giao dịch mua bán,HR,CUST0170,VEND0138,Liability,IAS 37,Liability,IAS 37
25/10/2024,CT629919,131,112,431276.25,Giao dịch mua bán,Finance,CUST0189,VEND0107,Asset,IAS 16,Asset,IAS 16
24/06/2024,CT639377,131,331,44932729.16,Giao dịch mua bán,Finance,CUST0044,VEND0001,Asset,IAS 16,Asset,IAS 16
13/01/2024,CT374284,214,111,9692473.73,Giao dịch mua bán,Sales,CUST0058,VEND0067,Asset,IAS 16,Asset,IAS 16
22/02/2024,CT130000,511,211,3739659.03,Giao dịch mua bán,IT,CUST0145,VEND0023,Revenue,IFRS 15,Revenue,IFRS 15
12/02/2024,CT353656,152,632,32551530.84,Giao dịch mua bán,Finance,CUST0186,VEND0164,Asset,IAS 16,Asset,IAS 16
17/06/2024,CT652520,632,152,16403973.33,Giao dịch mua bán,Production,CUST0009,VEND0003,Expense,IAS 1,Expense,IAS 1
07/09/2024,CT896265,511,156,48298985.1,Giao dịch mua bán,Sales,CUST0015,VEND0137,Revenue,IFRS 15,Revenue,IFRS 15
14/11/2024,CT337058,111,331,5425341,Giao dịch mua bán,Production,CUST0012,VEND0021,Asset,IAS 16,Asset,IAS 16
17/09/2024,CT631827,511,131,46006934.23,Giao dịch mua bán,IT,CUST0153,VEND0047,Revenue,IFRS 15,Revenue,IFRS 15
30/06/2024,CT754046,112,331,31595411.61,Giao dịch mua bán,IT,CUST0157,VEND0172,Asset,IAS 16,Asset,IAS 16
25/12/2024,CT120100,211,156,17100128.2,Giao dịch mua bán,IT,CUST0108,VEND0099,Asset,IAS 16,Asset,IAS 16
11/03/2024,CT237912,331,152,504444.3,Giao dịch mua bán,IT,CUST0192,VEND0060,Liability,IAS 37,Liability,IAS 37
09/06/2024,CT503094,511,511,7972096.14,Giao dịch mua bán,Finance,CUST0114,VEND0170,Revenue,IFRS 15,Revenue,IFRS 15
12/07/2024,CT238806,214,111,13927853.6,Giao dịch mua bán,HR,CUST0084,VEND0167,Asset,IAS 16,Asset,IAS 16
24/07/2024,CT065715,111,331,8022968.19,Giao dịch mua bán,Finance,CUST0132,VEND0007,Asset,IAS 16,Asset,IAS 16
09/12/2024,CT608310,632,131,49758217.62,Giao dịch mua bán,Finance,CUST0148,VEND0065,Expense,IAS 1,Expense,IAS 1
07/08/2024,CT209462,112,511,35599136.17,Giao dịch mua bán,HR,CUST0086,VEND0091,Asset,IAS 16,Asset,IAS 16
18/06/2024,CT342650,214,156,41448081.01,Giao dịch mua bán,Finance,CUST0059,VEND0061,Asset,IAS 16,Asset,IAS 16
07/12/2024,CT025920,131,511,36524620.99,Giao dịch mua bán,HR,CUST0046,VEND0058,Asset,IAS 16,Asset,IAS 16
18/09/2024,CT338418,131,111,3423452.05,Giao dịch mua bán,IT,CUST0157,VEND0063,Asset,IAS 16,Asset,IAS 16
26/06/2024,CT515999,511,156,11076501.76,Giao dịch mua bán,HR,CUST0124,VEND0179,Revenue,IFRS 15,Revenue,IFRS 15
20/01/2024,CT740368,642,131,36544553.63,Giao dịch mua bán,Production,CUST0058,VEND0172,Expense,IAS 1,Expense,IAS 1
02/02/2024,CT738893,131,331,43199028.57,Giao dịch mua bán,IT,CUST0148,VEND0056,Asset,IAS 16,Asset,IAS 16
09/11/2024,CT767538,214,632,29034022.38,Giao dịch mua bán,Sales,CUST0082,VEND0111,Asset,IAS 16,Asset,IAS 16
25/10/2024,CT792893,331,156,46243921.97,Giao dịch mua bán,IT,CUST0064,VEND0109,Liability,IAS 37,Liability,IAS 37
18/06/2024,CT360964,214,111,49343381.69,Giao dịch mua bán,HR,CUST0131,VEND0066,Asset,IAS 16,Asset,IAS 16
08/04/2024,CT350483,156,331,26233710.03,Giao dịch mua bán,Sales,CUST0161,VEND0156,Asset,IAS 16,Asset,IAS 16
20/02/2024,CT315976,152,131,47920001.33,Giao dịch mua bán,Finance,CUST0190,VEND0101,Asset,IAS 16,Asset,IAS 16
05/07/2024,CT099480,632,511,18166155.54,Giao dịch mua bán,Finance,CUST0163,VEND0097,Expense,IAS 1,Expense,IAS 1
03/05/2024,CT122135,511,632,34056470.77,Giao dịch mua bán,IT,CUST0013,VEND0187,Revenue,IFRS 15,Revenue,IFRS 15
29/05/2024,CT982465,331,156,13389483.29,Giao dịch mua bán,HR,CUST0039,VEND0133,Liability,IAS 37,Liability,IAS 37
01/05/2024,CT899659,111,331,21923069.79,Giao dịch mua bán,Production,CUST0116,VEND0179,Asset,IAS 16,Asset,IAS 16
13/02/2024,CT281372,331,112,21973925.78,Giao dịch mua bán,Production,CUST0084,VEND0012,Liability,IAS 37,Liability,IAS 37
06/02/2024,CT695050,156,331,39297730.74,Giao dịch mua bán,IT,CUST0146,VEND0047,Asset,IAS 16,Asset,IAS 16
26/10/2024,CT844397,214,131,14842931.55,Giao dịch mua bán,IT,CUST0197,VEND0023,Asset,IAS 16,Asset,IAS 16
01/09/2024,CT634124,511,152,45330570.69,Giao dịch mua bán,IT,CUST0007,VEND0145,Revenue,IFRS 15,Revenue,IFRS 15
