Ngày CT,Số CT,TK Nợ,TK Có,Số tiền,Nội dung,Bộ phận,Mã KH,Mã NCC,IFRS_Category,IFRS_Standard,IFRS_Category,IFRS_Standard
07/12/2024,CT138310,331,511,26599796.18,Giao dịch mua bán,Sales,CUST0137,VEND0043,Liability,IAS 37,Liability,IAS 37
18/11/2024,CT613994,211,112,29568108.75,Giao dịch mua bán,HR,CUST0128,VEND0172,Asset,IAS 16,Asset,IAS 16
07/08/2024,CT776509,112,511,42733297.77,Giao dịch mua bán,HR,CUST0047,VEND0196,Asset,IAS 16,Asset,IAS 16
19/05/2024,CT093671,156,152,19134485.15,Giao dịch mua bán,Finance,CUST0019,VEND0152,Asset,IAS 16,Asset,IAS 16
25/02/2024,CT262369,112,331,30954431.58,Giao dịch mua bán,IT,CUST0165,VEND0048,Asset,IAS 16,Asset,IAS 16
31/07/2024,CT575458,642,331,25020838.94,Giao dịch mua bán,Production,CUST0038,VEND0083,Expense,IAS 1,Expense,IAS 1
24/08/2024,CT604307,152,211,35747672.57,Giao dịch mua bán,Sales,CUST0151,VEND0036,Asset,IAS 16,Asset,IAS 16
08/09/2024,CT440581,214,211,9679075.53,Giao dịch mua bán,Production,CUST0191,VEND0102,Asset,IAS 16,Asset,IAS 16
20/03/2024,CT440581,112,214,9330355.41,Giao dịch mua bán,Production,CUST0008,VEND0196,Asset,IAS 16,Asset,IAS 16
14/01/2024,CT440581,111,331,34194718.59,Giao dịch mua bán,Finance,CUST0063,VEND0182,Asset,IAS 16,Asset,IAS 16
05/11/2024,CT440581,111,214,3096651.02,Giao dịch mua bán,HR,CUST0147,VEND0194,Asset,IAS 16,Asset,IAS 16
23/08/2024,CT440581,214,156,43807098.25,Giao dịch mua bán,HR,CUST0016,VEND0056,Asset,IAS 16,Asset,IAS 16
15/01/2024,CT440581,156,211,8967998.35,Giao dịch mua bán,IT,CUST0114,VEND0027,Asset,IAS 16,Asset,IAS 16
24/08/2024,CT440581,112,111,4446336.35,Giao dịch mua bán,HR,CUST0122,VEND0141,Asset,IAS 16,Asset,IAS 16
07/05/2024,CT440581,214,214,32614661.97,Giao dịch mua bán,Production,CUST0161,VEND0023,Asset,IAS 16,Asset,IAS 16
23/12/2024,CT440581,156,211,36424552.34,Giao dịch mua bán,Sales,CUST0196,VEND0094,Asset,IAS 16,Asset,IAS 16
10/04/2024,CT440581,331,642,21392444.13,Giao dịch mua bán,HR,CUST0070,VEND0151,Liability,IAS 37,Liability,IAS 37
08/07/2024,CT440581,642,112,42733336.96đ,Giao dịch mua bán,Production,CUST0192,VEND0136,Expense,IAS 1,Expense,IAS 1
14/01/2024,CT440581,214,511,18452088.35,Giao dịch mua bán,Production,CUST0131,VEND0178,Asset,IAS 16,Asset,IAS 16
06/06/2024,CT440581,211,511,23952439.05,Giao dịch mua bán,Finance,CUST0035,VEND0094,Asset,IAS 16,Asset,IAS 16
27/02/2024,CT440581,111,331,32571376.92,Giao dịch mua bán,Finance,CUST0050,VEND0122,Asset,IAS 16,Asset,IAS 16
29/10/2024,CT440581,211,112,43969627.91,Giao dịch mua bán,HR,CUST0008,VEND0187,Asset,IAS 16,Asset,IAS 16
19/11/2024,CT440581,112,156,333291.4,Giao dịch mua bán,Finance,CUST0022,VEND0138,Asset,IAS 16,Asset,IAS 16
09/04/2024,CT440581,131,156,6771497.29,Giao dịch mua bán,Finance,CUST0005,VEND0116,Asset,IAS 16,Asset,IAS 16
28/01/2024,CT440581,131,152,20001236.31,Giao dịch mua bán,IT,CUST0076,VEND0167,Asset,IAS 16,Asset,IAS 16
18/07/2024,CT440581,112,152,27136145.7,Giao dịch mua bán,Sales,CUST0103,VEND0042,Asset,IAS 16,Asset,IAS 16
27/10/2024,CT440581,211,642,38620655.41,Giao dịch mua bán,HR,CUST0089,VEND0151,Asset,IAS 16,Asset,IAS 16
09/11/2024,CT440581,156,511,41052117.97,Giao dịch mua bán,HR,CUST0192,VEND0171,Asset,IAS 16,Asset,IAS 16
05/08/2024,CT440581,156,152,44237900.8,Giao dịch mua bán,Sales,CUST0172,VEND0188,Asset,IAS 16,Asset,IAS 16
02/04/2024,CT440581,131,331,32244798,Giao dịch mua bán,Sales,CUST0094,VEND0115,Asset,IAS 16,Asset,IAS 16
03/08/2024,CT440581,511,632,40100547.63,Giao dịch mua bán,HR,CUST0115,VEND0042,Revenue,IFRS 15,Revenue,IFRS 15
11/06/2024,CT440581,632,331,40400231.76,Giao dịch mua bán,HR,CUST0188,VEND0118,Expense,IAS 1,Expense,IAS 1
18/10/2024,CT158238,152,642,269823.93,Giao dịch mua bán,IT,CUST0130,VEND0157,Asset,IAS 16,Asset,IAS 16
20/08/2024,CT829551,511,511,3692019.08,Giao dịch mua bán,Sales,CUST0038,VEND0135,Revenue,IFRS 15,Revenue,IFRS 15
16/06/2024,CT034048,642,331,7668143.56,Giao dịch mua bán,Finance,CUST0136,VEND0045,Expense,IAS 1,Expense,IAS 1
29/04/2024,CT288850,642,214,3196094.64,Giao dịch mua bán,Sales,CUST0105,VEND0066,Expense,IAS 1,Expense,IAS 1
16/02/2024,CT204933,642,642,6390047.79,Giao dịch mua bán,IT,CUST0184,VEND0167,Expense,IAS 1,Expense,IAS 1
17/01/2024,CT487933,214,112,1670762.44,Giao dịch mua bán,HR,CUST0002,VEND0043,Asset,IAS 16,Asset,IAS 16
23/05/2024,CT110028,642,111,4345617.49,Giao dịch mua bán,IT,CUST0107,VEND0031,Expense,IAS 1,Expense,IAS 1
08/04/2024,CT503721,511,632,8214252.83,Giao dịch mua bán,HR,CUST0160,VEND0013,Revenue,IFRS 15,Revenue,IFRS 15
02/11/2024,DUPLICATE,111,632,9994032.46,Giao dịch mua bán,HR,CUST0197,VEND0022,Asset,IAS 16,Asset,IAS 16
28/02/2024,CT174543,331,131,6478261.31,Giao dịch mua bán,Sales,CUST0080,VEND0199,Liability,IAS 37,Liability,IAS 37
04/07/2024,CT221220,642,511,4117004.44,Giao dịch mua bán,Finance,CUST0080,VEND0107,Expense,IAS 1,Expense,IAS 1
19/03/2024,CT903673,511,131,3031538.06,Giao dịch mua bán,IT,CUST0051,VEND0052,Revenue,IFRS 15,Revenue,IFRS 15
24/01/2024,CT637262,152,632,8533206.5,Giao dịch mua bán,HR,CUST0042,VEND0027,Asset,IAS 16,Asset,IAS 16
29/01/2024,CT230347,331,111,8817022.42,Giao dịch mua bán,IT,CUST0153,VEND0137,Liability,IAS 37,Liability,IAS 37
01/12/2024,CT826190,111,112,9882768.43,Giao dịch mua bán,HR,CUST0068,VEND0113,Asset,IAS 16,Asset,IAS 16
14/05/2024,CT883699,642,152,3914356.8,Giao dịch mua bán,HR,CUST0012,VEND0191,Expense,IAS 1,Expense,IAS 1
23/02/2024,CT285554,214,632,8077809.59,Giao dịch mua bán,Finance,CUST0051,VEND0021,Asset,IAS 16,Asset,IAS 16
13/05/2024,CT850555,214,156,5724121.04,Giao dịch mua bán,Finance,CUST0040,VEND0167,Asset,IAS 16,Asset,IAS 16
15/08/2024,CT993755,211,511,2219603.6,Giao dịch mua bán,HR,CUST0156,VEND0104,Asset,IAS 16,Asset,IAS 16
01/06/2024,CT908055,112,511,6138252.8,Giao dịch mua bán,HR,CUST0152,VEND0017,Asset,IAS 16,Asset,IAS 16
30/05/2024,CT240684,112,642,5499656.31,Giao dịch mua bán,Finance,CUST0079,VEND0168,Asset,IAS 16,Asset,IAS 16
28/05/2024,CT455481,511,331,6780934.19,Giao dịch mua bán,Sales,CUST0085,VEND0095,Revenue,IFRS 15,Revenue,IFRS 15
26/06/2024,CT886685,511,331,3145824.27,Giao dịch mua bán,Production,CUST0069,VEND0046,Revenue,IFRS 15,Revenue,IFRS 15
21/09/2024,CT727643,642,131,4171578.94,Giao dịch mua bán,Finance,CUST0109,VEND0079,Expense,IAS 1,Expense,IAS 1
10/10/2024,CT274854,511,131,3458448.12,Giao dịch mua bán,Sales,CUST0200,VEND0093,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT923161,214,112,34486099.21,Giao dịch mua bán,HR,CUST0099,VEND0024,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT547291,632,152,11759427.41,Giao dịch mua bán,HR,CUST0011,VEND0099,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT051497,511,642,20188584.35,Giao dịch mua bán,Sales,CUST0024,VEND0073,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT962988,112,131,4998198.35,Giao dịch mua bán,HR,CUST0117,VEND0031,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT233052,111,211,16327355.39,Giao dịch mua bán,IT,CUST0168,VEND0092,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT881818,112,642,15008758.83,Giao dịch mua bán,Finance,CUST0077,VEND0093,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT823266,214,331,8726697.86,Giao dịch mua bán,Finance,CUST0068,VEND0142,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT993571,152,331,18024529.12,Giao dịch mua bán,Production,CUST0185,VEND0143,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT223912,511,131,4748173.07,Giao dịch mua bán,Finance,CUST0136,VEND0092,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT707578,632,211,17493408.38,Giao dịch mua bán,Production,CUST0005,VEND0089,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT558065,131,112,18911581.27,Giao dịch mua bán,HR,CUST0050,VEND0169,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT649350,511,156,495667.17,Giao dịch mua bán,Finance,CUST0050,VEND0148,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT800276,112,131,29154543.58,Giao dịch mua bán,Finance,CUST0089,VEND0024,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT739495,632,112,19728715.82,Giao dịch mua bán,Finance,CUST0157,VEND0183,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT296943,111,331,2977148.53,Giao dịch mua bán,Production,CUST0155,VEND0031,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT123883,642,214,41307287.54,Giao dịch mua bán,Production,CUST0197,VEND0185,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT554888,331,111,39877034.8,Giao dịch mua bán,Sales,CUST0153,VEND0200,Liability,IAS 37,Liability,IAS 37
31/12/2022,CT728047,211,156,16926185.71,Giao dịch mua bán,IT,CUST0126,VEND0076,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT234740,131,156,21302660.32,Giao dịch mua bán,Finance,CUST0001,VEND0200,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT117384,214,131,15825021.89,Giao dịch mua bán,HR,CUST0196,VEND0139,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT873042,511,152,19682302.18,Giao dịch mua bán,HR,CUST0119,VEND0038,Revenue,IFRS 15,Revenue,IFRS 15
31/12/2022,CT914330,642,152,47472981.39,Giao dịch mua bán,Sales,CUST0110,VEND0135,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT938658,112,214,29411250.33,Giao dịch mua bán,Finance,CUST0037,VEND0072,Asset,IAS 16,Asset,IAS 16
31/12/2022,CT915506,632,331,41036561.9,Giao dịch mua bán,HR,CUST0146,VEND0025,Expense,IAS 1,Expense,IAS 1
31/12/2022,CT921709,642,331,38089192.53,Giao dịch mua bán,IT,CUST0133,VEND0105,Expense,IAS 1,Expense,IAS 1
14/12/2024,CT328135,112,211,30618556.26,Giao dịch mua bán,HR,CUST0100,VEND0112,Asset,IAS 16,Asset,IAS 16
13/06/2024,CT986858,632,112,7723474.5,Giao dịch mua bán,Finance,CUST0143,VEND0056,Expense,IAS 1,Expense,IAS 1
15/05/2024,CT271596,152,211,47952640.98,Giao dịch mua bán,IT,CUST0127,VEND0055,Asset,IAS 16,Asset,IAS 16
13/07/2024,CT761318,111,511,25401795.74,Giao dịch mua bán,HR,CUST0150,VEND0003,Asset,IAS 16,Asset,IAS 16
18/11/2024,CT453409,152,642,35830321.31,Giao dịch mua bán,HR,CUST0024,VEND0058,Asset,IAS 16,Asset,IAS 16
29/05/2024,CT456292,111,632,5349174.49,Giao dịch mua bán,Sales,CUST0118,VEND0148,Asset,IAS 16,Asset,IAS 16
20/05/2024,CT552495,511,112,16751220.95,Giao dịch mua bán,HR,CUST0012,VEND0192,Revenue,IFRS 15,Revenue,IFRS 15
15/05/2024,CT889656,156,211,37452580.06,Giao dịch mua bán,HR,CUST0070,VEND0106,Asset,IAS 16,Asset,IAS 16
25/09/2024,CT155967,112,156,13943267.03,Giao dịch mua bán,Sales,CUST0122,VEND0082,Asset,IAS 16,Asset,IAS 16
23/04/2024,CT285295,331,642,27638328.67,Giao dịch mua bán,IT,CUST0036,VEND0102,Liability,IAS 37,Liability,IAS 37
11/10/2024,CT674640,112,152,18178154.75,Giao dịch mua bán,Sales,CUST0156,VEND0081,Asset,IAS 16,Asset,IAS 16
16/11/2024,CT294751,112,511,40133110.54,Giao dịch mua bán,IT,CUST0022,VEND0147,Asset,IAS 16,Asset,IAS 16
09/09/2024,CT810847,632,331,21890659.29,Giao dịch mua bán,Finance,CUST0168,VEND0160,Expense,IAS 1,Expense,IAS 1
20/06/2024,CT435163,131,211,6908473.47,Giao dịch mua bán,IT,CUST0172,VEND0083,Asset,IAS 16,Asset,IAS 16
13/01/2024,CT677337,112,211,40889876.47,Giao dịch mua bán,HR,CUST0067,VEND0147,Asset,IAS 16,Asset,IAS 16
03/10/2024,CT977620,111,642,7742899.14,Giao dịch mua bán,Finance,CUST0128,VEND0162,Asset,IAS 16,Asset,IAS 16
13/12/2024,CT985444,211,331,34895481.39,Giao dịch mua bán,Production,CUST0049,VEND0062,Asset,IAS 16,Asset,IAS 16
07/01/2024,CT439111,511,211,37771052,Giao dịch mua bán,Production,CUST0126,VEND0041,Revenue,IFRS 15,Revenue,IFRS 15
31/07/2024,CT472005,131,511,25104300.6,Giao dịch mua bán,Production,CUST0063,VEND0081,Asset,IAS 16,Asset,IAS 16
07/06/2024,CT712003,211,642,3733332.36,Giao dịch mua bán,HR,CUST0084,VEND0081,Asset,IAS 16,Asset,IAS 16
15/02/2024,CT813651,156,152,34820967.92,Giao dịch mua bán,Sales,CUST0028,VEND0039,Asset,IAS 16,Asset,IAS 16
18/12/2024,CT787920,511,211,4925777.03,Giao dịch mua bán,HR,CUST0090,VEND0175,Revenue,IFRS 15,Revenue,IFRS 15
09/10/2024,CT240092,331,211,9459074.55,Giao dịch mua bán,HR,CUST0078,VEND0002,Liability,IAS 37,Liability,IAS 37
04/09/2024,CT564455,211,156,49387139.44,Giao dịch mua bán,IT,CUST0006,VEND0057,Asset,IAS 16,Asset,IAS 16
14/08/2024,CT555288,642,331,30290183.26,Giao dịch mua bán,HR,CUST0025,VEND0153,Expense,IAS 1,Expense,IAS 1
05/08/2024,CT786604,632,211,28529157.3,Giao dịch mua bán,HR,CUST0036,VEND0178,Expense,IAS 1,Expense,IAS 1
19/05/2024,CT936084,111,156,4728307.51,Giao dịch mua bán,IT,CUST0140,VEND0041,Asset,IAS 16,Asset,IAS 16
19/11/2024,CT485181,112,331,20879802.16,Giao dịch mua bán,Production,CUST0198,VEND0032,Asset,IAS 16,Asset,IAS 16
16/06/2024,CT504841,331,152,27796704.65,Giao dịch mua bán,IT,CUST0079,VEND0143,Liability,IAS 37,Liability,IAS 37
08/12/2024,CT536632,214,112,26141854.66,Giao dịch mua bán,HR,CUST0093,VEND0177,Asset,IAS 16,Asset,IAS 16
20/03/2024,CT360517,111,511,24694308.55,Giao dịch mua bán,Production,CUST0061,VEND0012,Asset,IAS 16,Asset,IAS 16
02/09/2024,CT118854,331,642,37378897.56,Giao dịch mua bán,HR,CUST0098,VEND0175,Liability,IAS 37,Liability,IAS 37
06/09/2024,CT007156,156,511,39042489.26,Giao dịch mua bán,Production,CUST0054,VEND0066,Asset,IAS 16,Asset,IAS 16
17/10/2024,CT029183,211,211,32746359.05,Giao dịch mua bán,IT,CUST0115,VEND0184,Asset,IAS 16,Asset,IAS 16
05/07/2024,CT708918,131,211,44345366.2,Giao dịch mua bán,HR,CUST0138,VEND0149,Asset,IAS 16,Asset,IAS 16
12/07/2024,CT048630,131,111,28136268.48,Giao dịch mua bán,IT,CUST0102,VEND0096,Asset,IAS 16,Asset,IAS 16
08/04/2024,CT990988,152,211,44506972.18,Giao dịch mua bán,Production,CUST0161,VEND0130,Asset,IAS 16,Asset,IAS 16
04/07/2024,CT531346,131,511,13212401.56,Giao dịch mua bán,Production,CUST0042,VEND0071,Asset,IAS 16,Asset,IAS 16
25/12/2024,CT547156,632,131,29180956.31,Giao dịch mua bán,HR,CUST0096,VEND0161,Expense,IAS 1,Expense,IAS 1
01/03/2024,CT264181,112,131,37029520.79,Giao dịch mua bán,Finance,CUST0005,VEND0017,Asset,IAS 16,Asset,IAS 16
05/10/2024,CT989340,156,214,35361258.03,Giao dịch mua bán,Production,CUST0110,VEND0167,Asset,IAS 16,Asset,IAS 16
06/05/2024,CT195595,211,331,15476071.95,Giao dịch mua bán,Sales,CUST0194,VEND0021,Asset,IAS 16,Asset,IAS 16
24/07/2024,CT785196,211,331,524128.17,Giao dịch mua bán,Sales,CUST0123,VEND0121,Asset,IAS 16,Asset,IAS 16
10/10/2024,CT660733,111,131,12993140.15,Giao dịch mua bán,Sales,CUST0113,VEND0010,Asset,IAS 16,Asset,IAS 16
12/11/2024,CT848948,511,111,10705797.91,Giao dịch mua bán,IT,CUST0196,VEND0024,Revenue,IFRS 15,Revenue,IFRS 15
30/03/2024,CT314621,152,214,42828450.31,Giao dịch mua bán,Finance,CUST0022,VEND0177,Asset,IAS 16,Asset,IAS 16
28/03/2024,CT703507,642,511,31535754.49,Giao dịch mua bán,HR,CUST0153,VEND0179,Expense,IAS 1,Expense,IAS 1
09/04/2024,CT496096,112,214,21769619.32,Giao dịch mua bán,IT,CUST0024,VEND0114,Asset,IAS 16,Asset,IAS 16
26/08/2024,CT618673,211,211,45474954.12,Giao dịch mua bán,Production,CUST0022,VEND0094,Asset,IAS 16,Asset,IAS 16
22/09/2024,CT343754,112,331,49732726.53,Giao dịch mua bán,Production,CUST0032,VEND0079,Asset,IAS 16,Asset,IAS 16
18/01/2024,CT449222,131,211,48278390.58,Giao dịch mua bán,Sales,CUST0057,VEND0111,Asset,IAS 16,Asset,IAS 16
24/04/2024,CT611275,156,331,22704160.02,Giao dịch mua bán,IT,CUST0101,VEND0100,Asset,IAS 16,Asset,IAS 16
17/07/2024,CT398040,152,111,46238347,Giao dịch mua bán,Production,CUST0052,VEND0195,Asset,IAS 16,Asset,IAS 16
02/11/2024,DUPLICATE,211,211,20521469.64,Giao dịch mua bán,Sales,CUST0103,VEND0112,Asset,IAS 16,Asset,IAS 16
23/09/2024,CT268195,111,642,32612046.98,Giao dịch mua bán,Production,CUST0078,VEND0096,Asset,IAS 16,Asset,IAS 16
06/05/2024,CT552234,632,214,48796069.4,Giao dịch mua bán,HR,CUST0166,VEND0197,Expense,IAS 1,Expense,IAS 1
28/07/2024,CT076084,214,511,40801298.46,Giao dịch mua bán,Finance,CUST0099,VEND0032,Asset,IAS 16,Asset,IAS 16
04/09/2024,CT155850,112,131,18014023.08,Giao dịch mua bán,Sales,CUST0123,VEND0018,Asset,IAS 16,Asset,IAS 16
14/02/2024,CT248944,152,152,32514001.23,Giao dịch mua bán,Finance,CUST0047,VEND0184,Asset,IAS 16,Asset,IAS 16
21/05/2024,CT543271,331,632,22316046.13,Giao dịch mua bán,IT,CUST0120,VEND0161,Liability,IAS 37,Liability,IAS 37
11/11/2024,CT676444,214,111,13351528.51,Giao dịch mua bán,HR,CUST0135,VEND0194,Asset,IAS 16,Asset,IAS 16
08/03/2024,CT638885,331,211,32532150.59,Giao dịch mua bán,Finance,CUST0197,VEND0024,Liability,IAS 37,Liability,IAS 37
12/06/2024,CT530279,111,131,45686676.52,Giao dịch mua bán,Finance,CUST0073,VEND0119,Asset,IAS 16,Asset,IAS 16
16/10/2024,CT272546,331,511,25059985.91,Giao dịch mua bán,Sales,CUST0055,VEND0034,Liability,IAS 37,Liability,IAS 37
06/11/2024,CT828461,214,632,43610799.87,Giao dịch mua bán,Sales,CUST0191,VEND0064,Asset,IAS 16,Asset,IAS 16
23/10/2024,CT459948,112,112,968083.99,Giao dịch mua bán,Production,CUST0084,VEND0087,Asset,IAS 16,Asset,IAS 16
21/05/2024,CT756660,511,211,11933481.11,Giao dịch mua bán,Production,CUST0127,VEND0164,Revenue,IFRS 15,Revenue,IFRS 15
26/04/2024,CT860347,156,211,14858584.59,Giao dịch mua bán,IT,CUST0160,VEND0061,Asset,IAS 16,Asset,IAS 16
12/06/2024,CT192801,156,152,16748460.79,Giao dịch mua bán,Finance,CUST0003,VEND0055,Asset,IAS 16,Asset,IAS 16
12/04/2024,CT584322,214,152,19371881.98,Giao dịch mua bán,IT,CUST0048,VEND0056,Asset,IAS 16,Asset,IAS 16
02/07/2024,CT121048,112,511,48919661.15,Giao dịch mua bán,HR,CUST0021,VEND0150,Asset,IAS 16,Asset,IAS 16
30/12/2024,CT476975,211,156,39942203.28,Giao dịch mua bán,Production,CUST0053,VEND0008,Asset,IAS 16,Asset,IAS 16
06/08/2024,CT797044,112,642,24601940.16,Giao dịch mua bán,HR,CUST0028,VEND0067,Asset,IAS 16,Asset,IAS 16
26/11/2024,CT623826,331,214,7164698.8,Giao dịch mua bán,Production,CUST0105,VEND0154,Liability,IAS 37,Liability,IAS 37
14/07/2024,CT609668,211,111,8326637.82,Giao dịch mua bán,Sales,CUST0014,VEND0115,Asset,IAS 16,Asset,IAS 16
